function	Stewart.CO10spitDNA.Project12.Integrated	Stewart.CO10stoolDNA.Project12.Integrated	Stewart.CO10swabDNA.Project12.Integrated	Stewart.CO1spitDNA.Project10	Stewart.CO1stoolDNA.Project10	Stewart.CO1swabDNA.Project10	Stewart.CO2spitDNA.Project10	Stewart.CO2stoolDNA.Project10	Stewart.CO2swabDNA.Project10	Stewart.CO3spitDNA.Project10	Stewart.CO3stoolDNA.Project10	Stewart.CO3swabDNA.Project10	Stewart.CO4spitDNA.Project10	Stewart.CO4stoolDNA.Project10	Stewart.CO4swabDNA.Project10	Stewart.CO5spitDNA.Project10	Stewart.CO5stoolDNA.Project10	Stewart.CO5swabDNA.Project10	Stewart.CO6spitDNA.Project10	Stewart.CO6stoolDNA.Project10	Stewart.CO6swabDNA.Project10	Stewart.CO7spitDNA.Project10	Stewart.CO7stoolDNA.Project10	Stewart.CO7swabDNA.Project10	Stewart.CO8spitDNA.Project10	Stewart.CO8stoolDNA.Project10	Stewart.CO8swabDNA.Project10	Stewart.CO9spitDNA.Project10	Stewart.CO9stoolDNA.Project10	Stewart.CO9swabDNA.Project10	Stewart.EC10spitDNA.Project12.Integrated	Stewart.EC10stoolDNA.Project12.Integrated	Stewart.EC10swabDNA.Project12.Integrated	Stewart.EC11spitDNA.Project12.Integrated	Stewart.EC11stoolDNA.Project12.Integrated	Stewart.EC11swabDNA.Project12.Integrated	Stewart.EC1spitDNA.Pool264	Stewart.EC1stoolDNA.Pool264	Stewart.EC1swabDNA.Pool264	Stewart.EC2spitDNA.Pool264	Stewart.EC2stoolDNA.Pool264	Stewart.EC2swabDNA.Pool264	Stewart.EC3spitDNA.Pool264	Stewart.EC3stoolDNA.Pool264	Stewart.EC3swabDNA.Pool264	Stewart.EC4spitDNA.Pool264	Stewart.EC4stoolDNA.Pool264	Stewart.EC4swabDNA.Pool264	Stewart.EC6spitDNA.Pool264	Stewart.EC6stoolDNA.Pool264	Stewart.EC6swabDNA.Pool264	Stewart.EC7spitDNA.Project10	Stewart.EC7stoolDNA.Project10	Stewart.EC7swabDNA.Project10	Stewart.EC8spitDNA.Project10	Stewart.EC8stoolDNA.Project10	Stewart.EC8swabDNA.Project10	Stewart.EC9spitDNA.Project10	Stewart.EC9stoolDNA.Project10	Stewart.EC9swabDNA.Project10	Stewart.TS10spitDNA.Project12.Integrated	Stewart.TS10stoolDNA.Project12.Integrated	Stewart.TS10swabDNA.Project12.Integrated	Stewart.TS11spitDNA.Project12.Integrated	Stewart.TS11stoolDNA.Project12.Integrated	Stewart.TS11swabDNA.Project12.Integrated	Stewart.TS12spitDNA.Project12.Integrated	Stewart.TS12stoolDNA.Project12.Integrated	Stewart.TS12swabDNA.Project12.Integrated	Stewart.TS1spitDNA.Pool264	Stewart.TS1stoolDNA.Pool264	Stewart.TS1swabDNA.Pool264	Stewart.TS2spitDNA.Pool264	Stewart.TS2stoolDNA.Pool264	Stewart.TS2swabDNA.Pool264	Stewart.TS3spitDNA.Pool264	Stewart.TS3stoolDNA.Pool264	Stewart.TS3swabDNA.Pool264	Stewart.TS4spitDNA.Pool264	Stewart.TS4stoolDNA.Pool264	Stewart.TS4swabDNA.Pool264	Stewart.TS5spitDNA.Pool264	Stewart.TS5stoolDNA.Pool264	Stewart.TS5swabDNA.Pool264	Stewart.TS8spitDNA.Project10	Stewart.TS8stoolDNA.Project10	Stewart.TS8swabDNA.Project10	Stewart.TS9spitDNA.Project12.Integrated	Stewart.TS9stoolDNA.Project12.Integrated	Stewart.TS9swabDNA.Project12.Integrated
1.7.2.2-RXN	2587.99	519.1999999999999	6724.05	9334.1	1092.37	3922.41	7222.75	2574.1400000000003	773.83	5573.56	479.33	2695.33	6128.66	1330.88	1105.45	7741.1	812.5999999999999	4080.73	8266.71	336.07000000000005	8566.42	8182.61	1210.7	7555.59	8328.83	368.6	4272.200000000001	5738.08	932.39	3446.02	1696.1	762.5	1324.38	5743.85	3479.5	3866.44	3839.0	1056.69	2278.81	3849.0	1448.0	6384.67	6516.72	3657.0	14352.33	2086.17	478.8	432.7	6924.610000000001	463.69	1031.0	19163.99	1818.0	3941.05	6646.3	1003.4	6894.1900000000005	3833.18	656.2	1548.46	6322.12	180.5	4024.0	3128.19	541.6600000000001	425.83	2436.69	203.0	729.85	9206.99	253.53	4469.19	2336.26	152.0	58.75	5643.21	455.8	300.15	5911.21	411.5	2280.69	5178.43	450.64	1552.5700000000002	7784.69	1135.81	2251.27	4220.860000000001	228.9	1240.17
1.7.2.3-RXN	1644.49	142.0	174.36	4724.84	159.15	1744.02	4654.639999999999	434.0	898.1600000000001	2716.84	131.0	205.0	2009.02	128.05	265.01	2903.98	103.01	2983.0	2204.34	86.0	2616.17	1554.8100000000002	185.49	919.49	2729.49	102.99	1273.82	5113.0	99.49	3295.67	422.33	151.0	200.0	533.6800000000001	156.99	447.17	6247.34	116.45	519.34	1009.85	204.0	63.83	1625.18	60.510000000000005	36.0	37.68	142.0	131.01	3790.85	185.45	232.67	7968.44	90.49	936.98	2683.99	500.0	5023.52	609.66	99.99	228.96	610.1700000000001	59.99	309.32	222.48	38.0	8.66	782.01	69.0	154.01	2780.99	23.51	378.02	1131.67	43.5	20.0	4562.18	187.0	128.0	3397.19	89.5	1165.02	1820.85	95.49	588.49	1913.84	320.85	548.79	707.0	31.0	248.85
1.7.7.2-RXN	0.0	10.0	0.0	3.0	0.0	3.25	0.0	102.0	0.0	0.0	33.0	0.0	0.0	20.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	29.0	0.0	0.0	23.0	0.0	6.0	33.0	4.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	66.0	0.0	8.75	79.0	8.25	2.25	21.0	1.75	0.0	48.0	0.0	0.0	6.0	0.0	0.0	18.0	0.0	0.0	15.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	21.0	0.0	0.0	2.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0
1.8.1.15-RXN	132.25	0.0	198.33	174.82999999999998	0.0	286.42	49.5	0.0	41.67	940.42	0.0	4631.08	63.83	0.0	42.08	175.84	0.0	92.34	74.5	0.0	48.66	110.67	0.0	138.82999999999998	32.83	0.0	309.67	712.83	0.0	1709.5	231.5	0.0	1068.0	53.5	0.0	98.41	132.25	0.0	952.67	723.25	0.0	618.33	227.0	0.0	495.67	227.92	4.5	580.0	38.33	0.0	7.0	387.83	0.0	778.59	58.08	0.0	128.41	512.33	0.0	138.17000000000002	244.25	0.0	557.84	93.25	0.0	402.34	261.17	0.0	233.75	2.25	0.0	10.75	188.42	0.0	55.25	42.67	0.0	42.33	2652.75	0.0	451.33	83.33	0.0	229.42	139.42000000000002	0.0	109.33	36.5	0.0	41.33
1.8.1.4-RXN	12765.66	3821.690000000001	13996.33	21108.26	4942.42	13856.9	18074.21	6672.51	17410.8	13397.64	4910.42	22353.66	13861.59	7112.610000000001	4723.65	18345.230000000003	5110.86	17083.36	19825.1	2571.66	19166.25	18330.32	9839.92	17539.6	16454.690000000002	4240.83	13851.89	17840.6	5889.22	17073.43	12488.31	6342.860000000001	12178.04	12296.64	9011.85	11927.27	12670.82	4837.9	9728.07	12931.63	4489.389999999999	15292.100000000002	21319.72	5550.27	19848.29	11718.46	3934.36	7322.82	14854.48	4702.02	9168.87	50998.42999999999	6168.73	16922.04	15550.35	4705.9400000000005	35099.92999999999	13600.0	5351.13	13335.86	13823.93	1660.86	14268.77	14969.8	3768.71	12537.14	12797.93	4363.51	12896.78	13002.48	812.71	8426.41	7471.579999999999	918.34	5596.86	11994.77	4067.92	5700.2	15019.45	1652.88	9179.37	12878.86	2488.0199999999995	8674.96	15816.37	3657.75	5463.650000000001	13689.58	954.73	11080.73
1.8.4.12-RXN	15833.35	2892.73	18839.77	20547.64	3479.82	15734.11	17722.3	5556.6	31259.47	16533.8	4137.9	27344.95	16989.97	6509.580000000001	5844.93	20289.43	4527.47	19235.29	19068.6	2079.91	22725.08	18503.910000000003	8810.849999999999	22063.48	18897.57	2677.45	17494.68	18792.73	5371.38	17560.730000000003	17875.89	6367.31	17069.15	12211.44	9178.56	14486.65	12335.45	3225.83	8906.2	13130.52	3494.72	15896.28	16876.42	5778.42	19181.72	15721.9	2589.56	8868.99	15366.73	3227.6000000000004	12080.27	58243.98999999999	3929.19	17184.95	17975.97	3479.0600000000004	45891.65	17125.449999999997	4126.38	20332.14	14503.76	1097.74	18351.11	16973.77	1857.18	18756.08	16409.550000000003	1375.67	20858.01	14477.12	628.01	9833.11	8944.96	638.76	9386.43	12083.350000000002	3244.52	10541.77	17253.34	1120.14	11574.76	14949.0	3214.3900000000003	11700.64	17507.65	2370.39	7096.19	16184.14	620.0	17752.28
1.8.4.14-RXN	4971.17	2745.74	6143.53	6138.91	2756.23	5872.1900000000005	5008.620000000001	4990.97	16221.0	6957.4	2621.57	8496.75	6978.69	5841.000000000001	2179.2	7748.280000000001	3020.0600000000004	8151.02	6035.87	1387.02	7955.92	5065.36	7727.7	7760.41	6560.93	2914.2200000000003	5647.780000000001	3875.67	2443.89	3402.02	9317.9	2347.37	8798.369999999999	5648.27	6660.389999999999	6051.78	4176.92	2822.95	2168.07	4680.67	2958.98	4447.67	4555.179999999999	4559.87	2302.5	7673.900000000001	3589.29	3750.25	7646.02	1961.0	5017.5	19136.72	3715.02	6047.07	6419.56	3246.92	22496.42	7706.45	2388.94	11032.18	5294.040000000001	1402.1	7255.83	7484.74	1402.12	9071.07	7245.599999999999	2163.8900000000003	9844.85	8492.84	394.34	5854.77	4761.82	911.26	4937.98	4074.53	2521.02	5250.48	3132.7	984.7	4006.15	5713.65	1137.56	5046.53	4948.6	2343.61	2108.33	6585.82	556.3199999999999	7239.999999999999
1.8.4.8-RXN	992.92	4125.6	6291.75	6713.9400000000005	8644.98	2397.25	4356.55	3860.0	316.0	1304.5	7270.870000000001	2934.88	1730.17	3322.11	1081.83	3077.84	4643.17	2501.19	4952.58	7456.8	8086.0	5360.92	6016.4	7121.22	3406.0	5960.59	3906.0	3756.5	7416.950000000001	3039.08	466.67	3877.9	67.0	1971.0	5350.5	1484.58	1246.25	3971.14	3321.83	3691.25	3598.3	7064.5	8455.67	7642.2	15281.0	50.92	5827.9	991.63	802.5	3899.39	2445.5	7767.17	5319.9	4471.92	2207.25	4327.9	4792.92	400.33	6563.0	318.79	3807.25	10944.93	3859.25	207.25	3243.87	652.0	503.0	4052.7	903.75	482.92	6883.950000000001	186.75	682.1999999999999	5526.6	170.25	1918.0	7806.6	189.0	3974.33	2059.2	1496.25	2079.5	5949.77	1299.83	3355.59	6019.37	1902.42	722.3399999999999	9252.15	467.5
1.8.5.2-RXN	761.75	66.67	250.33	151.67000000000002	496.34	246.25	382.42	111.0	2.0	446.33	203.67	261.83	178.67000000000002	72.67	484.83	526.0799999999999	142.67	112.02	538.5	45.42	590.25	471.92	16.5	254.98	644.3499999999999	2.0	963.33	178.33	266.67	665.42	34.8	1549.5	52.4	727.75	14.0	409.83	671.5	418.5	620.1700000000001	166.75	5.5	176.67000000000002	191.3	0.0	58.25	218.67	0.0	990.83	301.17	50.8	28.17	3061.77	56.4	649.92	252.84000000000003	2.0	412.65	314.03	8.0	325.75	379.25	7.5	269.5	553.6700000000001	23.0	731.1700000000001	475.0	7.0	623.67	64.58	0.0	136.82999999999998	195.67	0.0	266.75	683.33	0.0	22.25	162.0	31.67	1384.83	268.83	53.83	355.5	1048.92	52.75	347.75	422.33	0.0	361.5
13-PROPANEDIOL-DEHYDROGENASE-RXN	76.0	5.0	35.0	0.0	23.0	2.0	19.0	0.0	0.0	0.0	0.0	0.0	12.0	20.0	0.0	45.0	8.0	140.0	61.0	12.0	0.0	9.0	130.0	3.0	36.0	0.0	65.0	0.0	0.0	0.0	0.0	13.0	16.0	0.0	161.0	6.0	0.0	0.0	4.0	6.0	0.0	7.0	4.0	2.86	0.0	1627.0	17.0	96.0	0.0	27.0	0.0	216.0	71.0	70.0	42.0	1.25	43.0	272.0	17.0	42.0	35.0	0.0	6.0	167.0	1.25	0.0	59.0	21.0	14.0	0.0	0.0	25.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	4.0	4.0	7.6	0.0	21.0	0.0	10.0	84.0	0.0	11.0
1PFRUCTPHOSN-RXN	7800.51	8911.369999999999	12317.22	11600.69	21777.68	8692.349999999999	8172.7	9484.23	16918.73	8586.599999999999	17363.13	16603.84	9895.15	10374.79	3711.58	10023.25	15830.73	9340.07	9686.16	13894.52	16377.3	8919.33	15923.15	14883.96	8630.169999999998	19555.38	11071.48	10923.35	18021.61	10007.61	9581.27	8259.31	9635.02	7187.63	15918.690000000002	5159.39	6302.83	9619.88	5728.81	7237.12	13622.58	10410.31	9874.05	21691.72	16413.420000000002	9170.87	15710.2	5958.7	5488.93	6954.31	4852.7	22497.57	12284.44	8234.75	8227.57	11480.46	27060.700000000004	9578.85	13223.99	11403.38	8547.46	12313.27	10904.84	8583.33	7402.55	10508.99	8463.96	9649.55	11203.14	3099.1800000000003	4594.370000000001	3887.78	5637.52	5393.6	5320.55	4799.94	21440.66	5519.91	10637.31	4953.41	7451.84	7220.95	11847.510000000002	6445.039999999999	8236.119999999999	17455.18	4476.87	6381.25	5708.34	8067.889999999999
1TRANSKETO-RXN	15380.95	24585.06	14557.969999999998	19377.42	51135.2	12895.82	19674.22	31112.120000000003	17299.260000000002	16049.77	44995.07	17383.64	19788.33	31708.86	5200.81	21056.56	41684.41	18132.46	19213.2	38573.94	17840.82	21360.61	43533.69	17367.98	20889.63	43654.56	14925.299999999996	19367.49	46679.0	14660.74	11925.22	26635.480000000003	11635.87	14937.67	44183.15	14766.32	15591.03	26682.01	7155.889999999999	11838.77	31632.93	13173.46	14338.71	41934.7	17411.8	14069.65	34758.100000000006	7014.06	19736.77	21521.54	10535.37	63483.42999999999	33224.28999999999	18085.3	19970.74	29047.71	33315.33	20121.03	31867.78	15117.15	15755.91	33687.75	14793.07	19500.64	21716.23	12334.11	18241.79	25503.48	13322.68	17630.36	16030.66	10742.55	10706.01	15672.4	5198.23	12394.07	45977.56999999999	5721.42	14798.48	12875.74	10659.76	14923.669999999998	32721.97	8681.48	20350.04	41452.06	6209.16	17925.160000000003	20858.34	13784.34
2-DEHYDROPANTOATE-REDUCT-RXN	4115.02	8193.15	1992.75	2556.52	18516.68	3137.77	2601.11	11737.320000000002	2643.4	4696.55	15242.94	5668.4	4956.13	14629.45	2202.45	3732.62	15966.760000000002	1332.71	2247.9	13461.44	4131.52	2860.74	22368.95	2273.07	2899.67	20402.26	4392.05	2826.1	17501.82	4728.33	3275.97	8629.560000000001	4344.87	3464.05	17042.190000000002	5018.33	1355.75	10555.37	1197.53	1726.75	15285.45	1843.6	2744.8700000000003	22387.9	757.45	9126.9	14773.32	4464.41	4039.75	8502.869999999999	1984.9	17389.7	12425.02	6787.56	4444.799999999999	12396.02	7840.42	6314.2	13314.78	4575.65	2331.3	9720.25	2460.12	6444.219999999999	7049.1	4155.06	5809.85	8641.75	3559.4	6933.95	3492.17	4015.2	4463.1900000000005	4473.360000000001	1770.1	1596.9	17961.68	508.0	2971.73	5525.81	3271.5	6028.9	10553.61	2868.23	2939.67	14996.61	761.76	8173.24	4526.82	4474.02
2-ENOATE-REDUCTASE-RXN	53.0	680.0	15.5	14.0	1508.0	2.0	0.0	670.0	0.0	4.0	963.2	0.0	32.0	521.0	3.5	51.0	761.0	7.5	0.0	887.38	0.75	20.12	2246.32	0.0	53.5	807.0	24.5	0.0	1014.0	7.0	9.75	1201.0	24.12	0.25	670.7	12.5	28.0	696.0	6.0	7.5	322.0	0.0	0.0	607.0	0.0	5.0	897.0	4.0	11.0	446.5	0.0	163.88	928.0	49.0	10.0	388.8	8.0	29.5	364.0	7.5	6.5	1272.0	16.5	0.0	1126.0	4.0	19.5	392.25	2.5	58.0	297.0	19.5	39.0	206.0	0.0	4.0	801.0	2.0	23.0	149.0	10.0	35.5	583.75	5.5	51.0	1412.2	6.5	18.0	281.75	19.12
2-FUROYL-COA-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.29	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	6.29	0.0	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.29	0.0	0.0	0.0
2-HYDROXYGLUTARATE-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.33	0.0	0.0	78.67	0.0	0.0	7.0	0.0	0.0	103.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	21.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.34	0.0	0.0	58.34	0.0	4.0	0.0	0.0
2-ISOPROPYLMALATESYN-RXN	9158.67	10084.66	12155.49	14852.97	21300.5	9603.26	12187.02	13108.14	14518.93	9095.45	19379.09	13040.24	10159.58	15128.45	3643.3	11992.14	17872.09	9988.44	12339.690000000002	17142.28	16442.85	10320.12	21095.31	13924.05	11149.38	18869.07	11396.8	14619.16	19592.78	12514.04	8008.52	14915.089999999998	6512.15	6158.65	18365.09	5875.6	9294.27	11562.670000000002	6398.15	7982.01	13837.98	10692.29	13373.19	20328.61	17087.47	6011.55	15454.490000000002	5070.039999999999	7378.0	9151.19	6297.34	33758.719999999994	13883.989999999998	10234.07	9718.65	13266.34	23631.23	7920.83	14405.59	10864.43	8389.14	18557.41	10645.55	9738.52	7621.28	10363.25	8729.35	11626.39	11068.83	4415.44	9879.13	3515.4100000000003	5696.57	8688.71	4607.6	7713.13	18555.85	5261.86	12105.46	5325.299999999999	6969.67	7836.439999999999	14362.9	6490.200000000001	10382.16	16513.68	4724.11	6695.55	12875.579999999998	8176.370000000001
2-METHYLCITRATE-DEHYDRATASE-RXN	2.67	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	0.0	12.67	0.0	10.33	12.33	0.0	0.0	3.0	54.0	0.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	47.0	0.0	6.29	0.0	25.380000000000003	0.0	0.0	4.0	0.0	2.0	0.0	0.0	3.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.67	0.57	0.29	0.0	0.0	0.0
2-METHYLCITRATE-SYNTHASE-RXN	309.67	1873.54	148.0	569.5	1991.9	226.71	528.61	3806.63	36.0	279.75	2045.67	264.0	260.71000000000004	5328.5	77.25	640.67	2031.26	1660.6899999999998	262.33	3867.0	382.0	242.25	7104.41	133.75	472.33	1860.26	77.33	51.5	1941.89	480.25	4.0	1371.29	36.0	85.5	5185.49	526.0	468.0	2575.62	716.5	1076.5	2698.61	994.33	2401.5	3930.51	884.0	1.67	761.29	83.53	674.75	1674.2	27.5	1477.71	3041.45	1481.86	800.75	2949.92	1193.5	365.0	2273.74	106.88	299.5	8666.7	475.25	73.0	1332.12	0.0	96.0	3849.21	63.0	232.67	6141.84	46.0	237.96	4316.26	0.0	106.25	1998.69	7.0	115.75	770.37	175.25	240.03	3961.47	199.0	541.17	1531.94	84.43	202.4	8098.07	79.0
2-METHYLENEGLUTARATE-MUTASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	7.0
2-NITROPROPANE-DIOXYGENASE-RXN	1591.5	294.0	522.91	3387.9	712.0	1655.86	3943.96	1126.0	114.1	1307.37	538.0	809.95	1661.79	316.0	246.87	2053.4300000000003	244.34	3896.88	2395.35	147.5	951.55	2456.06	806.66	708.78	1532.31	933.95	626.0799999999999	2390.0	281.95	2823.6	601.4	334.0	200.25000000000003	514.4200000000001	390.66	974.43	2579.02	325.0	1700.67	2728.1700000000005	408.0	2560.63	6180.94	524.34	1923.3	52.040000000000006	603.0	383.5	2266.37	381.8	93.17	5210.07	548.06	2971.36	2763.13	1021.0	3073.67	729.4799999999999	203.66	259.0	1261.95	574.66	1217.73	347.81000000000006	142.86	60.13	734.52	198.0	254.97	1142.47	155.34	254.89	454.28	97.0	18.200000000000003	1551.92	511.0	26.45	645.79	181.0	180.39	939.51	169.46	693.9300000000001	1358.75	1103.0	271.97	587.7	132.8	337.14
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	317.42	186.6	115.0	2063.67	156.43	1270.42	1768.75	20.0	69.83	192.08	49.5	292.75	397.17	32.510000000000005	73.58	725.1700000000001	86.5	1816.67	1647.7399999999998	44.5	818.25	1130.17	164.5	421.75	523.0799999999999	54.2	105.67	394.0	650.7	805.5	391.0	581.1	39.25	117.41	485.6	302.42	564.5	256.79	947.83	1239.25	23.8	1041.58	3446.42	71.8	961.75	13.17	119.2	115.83	495.0	170.89	27.5	2509.9300000000003	77.6	1247.67	1038.0	94.8	1625.92	138.75	189.3	54.87	748.75	168.1	564.0	28.5	686.2	0.0	176.67	243.0	13.0	55.67	28.0	11.0	24.11	45.9	0.0	711.5	110.8	9.25	91.25	10.8	11.25	199.58	119.3	239.25	493.17	160.67	145.79000000000002	98.17	81.8	18.67
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	5073.38	2527.91	1665.03	6784.82	2914.57	3903.58	7392.03	4845.21	272.17	7341.9	2962.24	5659.32	6503.0	5842.59	1619.1	8499.39	2382.9000000000005	4640.81	7138.27	4348.97	1956.03	6756.469999999999	7385.24	1692.85	9241.08	2118.26	3472.32	8553.74	3504.4300000000003	7106.84	2580.71	4279.62	2933.63	6131.12	5944.469999999999	6288.41	8706.33	3173.62	2848.86	3986.08	3024.1400000000003	2607.42	5006.6	3993.18	1569.0	7019.67	2607.46	2755.88	9880.490000000002	2196.75	3315.34	26798.82	3686.68	6305.07	7801.370000000001	3616.92	4491.18	8997.369999999999	2708.02	2983.56	5025.93	8915.43	2399.61	8317.54	1870.98	2473.12	5083.63	4275.31	2136.26	11473.82	6440.26	5502.23	4278.84	4369.51	473.75	6408.35	2473.69	195.31	5522.04	1141.04	3275.28	6164.08	5289.23	2188.52	8283.29	2183.69	1352.32	9009.62	8292.07	3985.44
2-OXOBUTYRATE-SYNTHASE-RXN	0.0	10.0	4.0	0.0	21.0	0.0	0.0	102.0	0.0	0.0	111.33	0.0	0.0	98.67	0.0	0.0	22.0	0.0	0.0	86.67	0.0	0.0	36.0	0.0	0.0	29.0	0.0	0.0	183.58	0.0	6.0	678.5	4.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	3.0	14.0	73.0	0.0	57.0	86.0	24.0	20.0	21.0	13.0	0.0	48.0	0.0	0.0	6.0	0.0	0.0	55.72	0.0	4.0	112.0	4.0	0.0	14.33	0.0	6.0	0.0	0.0	0.0	40.5	0.0	20.0	30.0	0.0	44.0	69.84	7.0	0.0	111.34	0.0	0.0	64.0	10.0
2-OXOGLUTARATE-SYNTHASE-RXN	17111.48	19595.9	7361.820000000001	22962.04	22116.31	11835.85	25505.08	31159.88	5530.68	31353.74	20027.45	8410.32	31507.58	37383.42	3710.06	36773.100000000006	19339.73	20395.63	27814.76	24666.36	3738.5	25501.82	46714.46	7171.82	44492.18	14836.44	12717.36	21774.32	27528.67	11793.62	13269.88	28223.81	15249.42	27329.300000000003	42588.490000000005	35235.32	29619.16	22320.85	1359.26	8950.82	18324.42	5056.68	6359.56	25961.98	795.8199999999999	18887.68	11797.65	3689.54	49703.14	19082.22	11467.68	117632.81	28625.46	19011.57	33538.57	21581.39	22706.15	31653.480000000003	19613.1	13083.330000000002	21857.54	39970.59	7851.0	26283.94	14210.39	5506.16	21734.12	21764.31	7006.62	61964.78	27629.13	28989.1	17294.98	19770.29	2294.0	28405.92	16731.340000000004	1223.06	11872.56	7934.710000000001	10275.62	29839.32	25788.800000000003	6872.579999999999	34845.78	15413.26	4349.18	46327.32	35357.06	21247.68
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	8.0	0.0	0.0	33.0	0.0	42.0	0.0	0.0	0.0	141.0	0.0	103.0	17.0	0.0	0.0	23.0	19.67	21.0	23.0	3.5	9.0	24.0	22.83	23.0	0.0	34.33	0.0	0.0	28.83	0.0	0.0	0.0	0.0	0.0	5.33	0.0	0.0	0.0	8.0	20.0	0.0	13.0	0.0	18.17	0.0	0.0	0.0	15.0	22.0	0.0	0.0	65.5	25.83	515.0	0.0	0.0	26.0	18.0	16.33	10.0	11.0	15.83	26.0	8.0	0.0	0.0	35.0	20.0	9.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	6.0	12.63	0.0	8.0	0.0	9.0	6.0	0.0	0.0
2.1.1.113-RXN	144.5	1195.17	160.5	56.34	2279.3	93.34	22.0	1558.01	0.0	25.0	1499.5	3.33	32.67	772.01	32.33	52.17	806.8299999999999	30.16	28.0	1512.18	9.5	186.67	774.1700000000001	39.67	88.17	621.99	80.5	0.0	1826.67	31.33	62.17	1652.05	24.0	16.0	1482.0	111.83	2.0	1163.34	11.33	19.0	384.5	3.67	0.0	162.5	0.0	9.0	770.93	12.0	179.5	619.21	0.0	1158.33	583.5699999999999	349.67	90.0	571.25	49.17	287.83	345.17	64.67	72.0	1082.16	241.5	70.0	133.07999999999998	31.0	275.0	1678.33	40.5	244.5	323.33	67.0	164.67000000000002	150.17000000000002	6.5	203.0	826.49	10.0	178.82999999999998	140.84	39.5	678.5	1054.0	108.33	240.67	1876.93	44.83	226.34	374.0	120.0
